3808.6226,308.9537
3840.3345,342.8265
3701.776,353.19418
3576.1296,246.64757
3532.6814,276.78082
3446.6975,239.52379
3465.6758,263.34027
3531.6357,322.3026
3527.3367,280.68793
3411.5205,232.26088
3411.1995,237.79553
3502.8958,249.08673
3927.1792,355.2151
3537.6091,311.4574
3492.8833,286.44055
3435.6401,269.39673
3382.8738,285.00397
3367.1504,242.31862
3318.5178,198.36823
3350.1436,221.77216
3287.6978,265.0675
3487.1353,324.8
3685.8184,396.21616
3655.4646,450.66498
3563.9812,365.69324
3496.6003,318.46915
3535.5642,390.8166
3492.7468,392.644
3471.051,352.5826
3491.003,409.3393
3401.4336,363.63635
3431.1453,433.0204
3365.537,361.75967
3338.603,394.64935
3273.3267,334.4646
3285.4392,360.9439
3285.594,360.24197
3247.0208,315.41608
3236.035,320.50235
3258.908,367.38373
3190.1091,341.70914
3221.1892,343.13348
3326.0486,422.45358
3211.3083,335.0453
3203.0662,339.8929
3145.5867,246.4635
3231.0725,245.21658
3272.851,340.7012
3074.4836,227.18446
2915.9116,203.67137
3120.3154,296.69244
3038.3018,354.8928
3025.6074,360.5643
3010.6658,390.14505
2973.76,358.22568
2931.7556,385.70212
2892.2617,327.5112
2925.1729,305.4446
2954.333,318.93005
2965.576,328.96844
2979.5054,325.92102
2946.3792,284.22855
2934.5361,203.67484
2960.8535,218.04532
2967.341,255.56737
2985.0442,195.25563
2941.0693,197.77252
2926.2358,88.41402
2956.3838,16.389263
2799.6182,247.4011
2825.1594,110.942856
2727.6863,295.3703
2622.0085,298.04208
2619.604,292.41446
2605.459,289.4456
2607.34,241.35014
2579.6704,226.38185
2555.1948,182.82957
2684.3325,-154.46753
2575.553,-90.15144
2545.3765,-85.31874
2525.6687,-42.22244
2497.3706,-49.139107
2608.6797,-95.82914
2643.8643,-138.23158
2713.4644,-133.0366
2696.8284,-121.77415
2668.4617,-98.17443
2637.614,-109.36936
2659.378,-137.57387
2681.0383,-129.82997
2653.3054,-155.78305
2673.43,-152.40536
2596.0034,-142.763
2548.2644,-171.5381
2489.9385,-138.602
2419.5767,-86.95096
2467.4302,-59.639847
2443.3547,-108.31583
2419.5198,-86.21896
2278.4414,-52.225506
2234.1174,-100.10702
2203.0105,-58.75257
2349.8396,-129.45717
2473.1692,-170.05138
2056.9712,112.621254
2180.2083,439.01404
2142.4146,420.59183
2116.244,387.586
2098.3389,358.37048
2022.8658,327.76462
2022.538,307.34546
1945.2013,263.678
2017.6318,74.76003
2033.1005,-86.38319
1989.5164,-45.268894
1893.8331,47.509575
1813.9824,220.6649
1787.0034,283.01913
1741.6276,285.52896
1755.3325,319.28766
1958.9183,371.13718
1911.8575,345.98395
1843.1765,339.19232
1850.8257,352.027
1808.2853,355.15546
1772.5822,307.66537
1748.9757,326.83417
1673.453,284.55502
1636.8201,273.587
1607.6874,240.4337
1566.2255,242.06023
1601.6655,255.99379
1639.0496,245.04088
1741.9133,281.8693
1721.6075,283.39563
1620.1919,289.56332
1620.4929,261.09277
1581.2454,258.98395
1554.6473,254.91953
1473.7512,281.44397
1467.295,265.6435
1510.914,261.01346
1432.0266,249.5141
1452.6603,268.40686
1461.3652,316.95602
1478.2941,272.50912
1463.6022,276.0044
1426.3826,297.1668
1426.3826,297.1668
1390.1838,317.55942
1329.0148,362.28244
1343.8514,307.70175
1350.6732,281.89423
1331.9302,324.9527
1306.746,327.40027
1330.8513,326.45444
1318.5107,287.53424
1280.6965,353.2323
1274.0721,241.1166
1223.502,297.82892
1227.801,316.6328
1154.6482,270.27475
1201.9955,314.72638
1141.0662,312.26904
1106.7305,329.05878
1123.3933,293.46008
1097.0925,350.54684
1075.797,312.2977
1065.0743,335.2865
1036.383,369.97354
1004.93134,385.90747
976.04224,440.93237
1010.0826,399.47076
982.9932,427.55148
1006.3849,408.34937
992.7784,459.78354
929.3321,506.1965
946.85736,498.87463
910.42706,490.3471
917.0084,480.61298
865.1728,467.6951
869.7574,477.65366
833.6183,501.46204
826.92096,463.51398
776.5334,493.00522
741.42377,463.5826
786.4154,501.3613
752.27435,540.7029
696.24457,546.15063
700.61096,581.17596
703.8134,604.809
748.66254,591.7809
731.89734,632.81964
720.58014,595.43744
675.16516,615.46924
621.3795,573.70123
732.7115,602.9292
724.2707,635.7458
720.7986,722.24493
724.8103,701.6373
754.79114,699.75385
696.0831,741.52905
475.83075,641.53546
492.71835,658.2669
529.709,649.5923
514.431,679.1541
514.431,679.1541
490.52234,691.49664
484.57336,709.222
520.68066,702.0567
497.77625,719.43414
460.86295,726.6286
479.20755,747.3497
404.57483,761.7687
350.98462,750.1266
375.66788,738.5193
543.3037,787.7818
621.58295,834.3581
275.185,751.9455
267.20648,783.3615
339.5032,800.1502
363.26926,784.68646
343.30957,848.63824
348.89764,818.28296
362.01718,825.5802
378.94385,853.1613
353.09186,908.57684
401.57077,826.0686
404.12683,859.04175
374.1898,884.4584
318.12473,899.1664
273.37186,942.63495
275.2893,953.2624
217.41878,933.0247
497.1872,1068.7075
522.96796,1072.7247
355.1916,1040.5262
200.48825,1018.2612
203.96431,970.4776
331.1293,1015.3952
304.35147,1069.5234
269.8975,934.00964
244.9496,1078.7241
314.54758,1090.2114
334.40417,1110.4956
314.8628,1134.3458
306.71512,1130.8474
252.80093,1165.7317
286.34448,1153.7727
287.6622,1142.2009
266.92484,1182.4165
272.29352,1139.9639
231.69962,1159.8953
160.12627,1134.0947
128.82748,1139.242
141.09785,1146.407
184.39618,1201.2213
193.59113,1245.9446
265.80048,1233.3293
284.829,1221.0171
326.2996,1235.5994
280.89703,1320.0338
286.82315,1362.9741
267.2818,1386.8245
281.8184,1451.4785
286.38208,1409.0596
263.86273,1474.3029
270.17978,1500.9114
248.95827,1458.6101
282.79575,1501.4451
342.16397,1512.128
394.2239,1580.8752
429.12643,1579.7885
441.41132,1569.7666
391.37247,1608.9183
399.0271,1642.4178
391.00558,1618.5691
396.6947,1629.9594
376.1117,1661.4463
341.92896,1710.7075
378.70013,1729.8057
385.30966,1759.482
361.3839,1724.561
382.6798,1774.987
380.73508,1770.2279
389.9702,1803.7386
376.12628,1859.1815
407.522,1813.851
438.7426,1841.913
414.93042,1831.017
449.43286,1830.015
374.97824,1842.7991
457.71924,1859.7089
503.5473,1931.7654
560.9097,1940.7216
594.58826,1953.262
534.5044,1943.4197
572.12695,1961.6396
543.88477,1963.4252
573.06586,1987.6842
548.90936,1984.523
564.4016,2028.4923
584.5229,2056.5435
561.7103,2043.9258
526.3939,1966.83
579.64484,2053.1064
544.9812,2065.4443
528.79175,2064.2888
580.58466,2102.4707
582.0307,2058.558
557.759,2090.7864
597.1943,2089.352
569.3826,2139.5095
546.04065,2106.4092
556.7776,2102.0352
585.72656,2145.0562
657.90265,2150.9812
656.0333,2166.9456
649.6561,2211.154
619.36755,2204.5796
650.9279,2237.1868
697.2434,2213.8928
742.0464,2239.1775
801.72205,2257.9753
798.0495,2285.2373
772.1873,2313.831
849.3608,2314.7942
823.8969,2315.3901
862.40265,2379.284
838.07776,2415.2458
821.9595,2393.8337
852.74304,2441.1667
796.50903,2393.496
819.28876,2446.7805
833.0536,2422.0745
844.59937,2418.584
819.4124,2450.338
821.7204,2447.587
840.61896,2461.1772
940.62067,2479.9587
914.58875,2405.0586
928.00214,2443.4172
934.15796,2524.708
954.2349,2446.5054
985.0534,2473.562
986.6419,2605.6934
971.4947,2561.6987
972.946,2603.4978
1029.2637,2564.144
988.358,2539.7432
997.5645,2574.1494
1024.3726,2584.7935
991.68756,2589.4907
1024.3726,2584.7935
1040.9015,2599.356
1036.4758,2656.496
1069.099,2650.0205
1057.896,2650.41
1064.9513,2715.1648
1095.7272,2701.6301
1083.1036,2661.1096
1126.3224,2729.0603
1110.5317,2712.6912
1128.2883,2693.3752
1109.0809,2670.8918
1138.6908,2693.014
1164.8274,2753.5447
1085.1586,2478.7434
1176.365,2716.637
1167.1534,2635.9292
1172.724,2634.8455
1137.9395,2578.1472
1189.8987,2644.9333
1190.2383,2654.7163
1200.1444,2616.9749
1198.0886,2673.1423
1213.0146,2664.6104
1264.1683,2684.2026
1245.4576,2699.0994
1278.7054,2688.9834
1323.4589,2762.6953
1256.9429,2698.8494
1316.368,2717.695
1305.2312,2721.1917
1340.2393,2684.06
1327.5476,2770.4363
1327.7256,2740.894
1288.4266,2667.337
1273.016,2723.135
1257.8076,2637.1582
1571.5933,2750.4236
1519.1633,2718.138
1419.925,2609.534
1356.6294,2559.427
1501.6333,2637.9495
1547.256,2616.1313
1547.1405,2652.1792
1557.2332,2673.254
1562.0317,2652.2478
1527.6737,2660.0996
1491.7336,2588.8381
1503.9211,2633.955
1572.9962,2643.2869
1587.5868,2648.3608
1625.6782,2677.576
1670.185,2624.7117
1652.9202,2679.7048
1685.7656,2659.83
1763.4691,2671.2046
1611.7449,2596.4036
1692.5111,2587.765
1529.4169,2600.0273
1577.1827,2595.242
1602.7678,2606.3752
1630.6506,2650.5627
1699.7743,2652.8857
1710.0708,2682.9734
1746.3118,2749.2297
1817.2936,2655.4326
1818.4763,2657.4407
1875.4634,2703.7659
1749.8868,2674.1458
1880.7767,2723.8174
1913.5627,2673.902
1857.3242,2692.6665
1951.5692,2692.015
1933.6326,2636.602
1951.0886,2698.0928
2008.9067,2620.4229
2017.3677,2636.5002
2031.1512,2725.36
2048.6697,2694.7712
2052.3083,2701.8057
2092.0586,2729.6091
2132.047,2667.354
2121.0215,2726.1877
2134.5366,2637.977
2147.0547,2747.0908
2168.8618,2696.208
2134.327,2670.3591
2183.2349,2699.0525
2263.1277,2747.571
2265.4697,2658.4966
2270.2986,2690.8118
2304.118,2662.0303
2246.2334,2657.7405
2184.2358,2675.7666
2202.722,2656.2954
2248.7295,2651.6365
2312.2551,2616.3884
2300.3096,2676.2466
2333.1338,2694.0234
2391.4104,2691.2246
2391.0588,2687.1816
2393.9192,2731.6658
2399.6082,2704.2695
2372.3027,2680.3481
2387.9216,2593.1208
2527.14,2627.6963
2465.278,2658.875
2441.7407,2631.8677
2503.2292,2677.5952
2531.7996,2681.2627
2532.2798,2675.1853
2551.9897,2646.591
2571.7664,2699.956
2564.1304,2658.5723
2544.7185,2655.7944
2535.9468,2624.5437
2512.409,2597.5369
